Product_ID,Annual_Units_Sold,Average_Unit_Price_INR,Annual_Revenue_Lakh_INR,Gross_Margin_Percent,Return_Rate_Percent,Stockout_Days_Per_Year,Supplier_Lead_Time_Days,Average_Customer_Rating
PRD-0166,1908,401.0,7.66,16.1,0.2,7,9,4.14
PRD-0356,232,4617.0,10.71,44.3,9.7,1,26,4.57
PRD-0863,2277,980.0,22.33,30.6,2.7,12,26,4.05
PRD-0152,1349,581.0,7.83,20.6,1.0,4,5,4.47
PRD-0518,1641,1103.0,18.09,17.4,16.1,6,9,3.35
PRD-0739,948,1381.0,13.09,18.6,20.3,5,13,2.88
PRD-0015,2441,581.0,14.19,13.9,6.3,2,8,4.2
PRD-0816,3137,920.0,28.85,26.7,4.9,1,27,3.89
PRD-0778,5402,772.0,41.69,28.6,5.9,7,34,4.11
PRD-0510,576,1038.0,5.98,22.3,17.7,6,14,2.97
PRD-0635,904,1188.0,10.74,26.6,21.9,9,16,3.41
PRD-0434,206,7796.0,16.06,40.3,5.1,2,24,4.11
PRD-0994,3420,746.0,25.52,26.5,3.6,14,30,3.91
PRD-0674,731,1109.0,8.11,23.8,17.7,6,13,3.13
PRD-0598,500,998.0,4.99,24.3,15.9,2,14,3.17
PRD-0557,437,1034.0,4.52,29.5,17.3,9,13,3.37
PRD-0260,1782,472.0,8.4,20.3,1.6,3,10,4.42
PRD-0620,863,1483.0,12.8,25.1,16.3,7,18,3.26
PRD-0202,1994,384.0,7.65,16.4,5.4,3,5,4.35
PRD-0006,2318,484.0,11.21,13.0,0.7,3,12,4.28
PRD-0503,681,1180.0,8.03,24.8,14.8,9,12,3.05
PRD-0490,153,7493.0,11.46,43.6,6.1,0,29,4.27
PRD-0223,2086,412.0,8.59,22.4,3.7,1,6,4.7
PRD-0225,1542,483.0,7.45,20.1,3.5,4,6,4.06
PRD-0124,1488,283.0,4.22,22.7,2.5,2,13,4.2
PRD-0028,1194,369.0,4.4,17.4,0.5,5,3,4.08
PRD-0726,578,1157.0,6.69,22.8,15.0,9,17,3.27
PRD-0236,1780,386.0,6.87,17.4,3.5,3,7,4.33
PRD-0304,152,7745.0,11.77,42.4,7.5,2,28,4.27
PRD-0719,678,973.0,6.59,26.3,18.4,6,15,3.13
PRD-0534,504,1194.0,6.02,22.6,18.6,4,17,3.35
PRD-0607,735,1385.0,10.18,24.1,21.9,8,13,3.23
PRD-0842,2269,790.0,17.92,28.0,4.8,10,31,4.29
PRD-0792,3552,908.0,32.24,33.0,4.4,16,33,4.01
PRD-0738,786,1070.0,8.41,22.1,17.1,7,18,3.16
PRD-0456,154,6192.0,9.54,36.8,7.4,3,25,3.6
PRD-0493,265,8080.0,21.41,40.6,7.5,2,20,4.22
PRD-0937,3160,988.0,31.23,30.7,2.8,11,30,3.83
PRD-0835,3588,821.0,29.45,37.6,4.6,12,30,4.49
PRD-0954,3819,745.0,28.44,32.9,6.4,13,35,3.83
PRD-0482,168,6172.0,10.37,38.4,7.9,1,27,4.22
PRD-0938,4016,628.0,25.21,30.1,7.7,14,28,3.77
PRD-0879,2818,817.0,23.02,33.5,3.1,16,28,4.01
PRD-0474,193,7167.0,13.83,36.9,6.4,2,20,4.45
PRD-0163,1668,341.0,5.69,20.2,4.4,3,8,4.03
PRD-0200,1951,317.0,6.18,13.6,5.7,2,8,4.18
PRD-0092,1154,447.0,5.15,17.2,1.7,4,6,4.4
PRD-0418,185,7100.0,13.14,37.6,9.6,1,23,4.68
PRD-0188,1984,588.0,11.67,16.5,1.1,3,4,4.84
PRD-0683,894,892.0,7.98,15.5,15.3,6,13,3.26
PRD-0320,165,5913.0,9.76,37.6,9.6,0,22,4.04
PRD-0637,804,1109.0,8.92,23.0,17.5,8,17,3.5
PRD-0263,151,9181.0,13.86,35.3,10.6,1,27,4.32
PRD-0462,155,5585.0,8.66,37.3,10.5,0,23,3.84
PRD-0345,224,7901.0,17.7,32.4,12.3,3,28,3.93
PRD-0425,196,6491.0,12.72,34.9,7.8,0,19,4.2
PRD-0486,224,7436.0,16.66,39.7,11.9,1,22,4.1
PRD-0141,1888,498.0,9.41,17.7,3.1,3,8,3.82
PRD-0270,182,4531.0,8.25,38.5,10.6,2,31,4.12
PRD-0988,1892,1237.0,23.4,29.8,5.0,15,20,4.29
PRD-0029,2386,386.0,9.22,15.5,1.0,5,11,4.19
PRD-0885,3766,698.0,26.27,30.0,1.9,12,30,4.31
PRD-0685,919,1005.0,9.24,29.7,19.6,9,15,3.36
PRD-0307,202,8263.0,16.69,37.5,11.3,0,25,4.03
PRD-0280,167,5623.0,9.39,39.6,9.3,0,21,4.14
PRD-0058,1311,461.0,6.05,21.5,2.1,4,10,4.38
PRD-0627,699,1209.0,8.45,21.6,20.5,8,13,3.1
PRD-0495,91,5625.0,5.12,38.5,10.3,0,22,4.11
PRD-0562,713,1024.0,7.3,25.5,13.9,9,11,3.21
PRD-0379,128,7257.0,9.29,31.1,9.1,1,23,4.36
PRD-0779,3320,1039.0,34.5,32.4,6.4,9,34,3.87
PRD-0923,3032,699.0,21.2,28.0,8.0,13,31,4.23
PRD-0625,597,924.0,5.51,21.5,16.7,7,18,3.36
PRD-0397,145,5621.0,8.15,33.1,9.9,1,23,4.05
PRD-0377,163,10139.0,16.53,37.7,10.4,2,29,3.85
PRD-0283,148,9303.0,13.77,40.1,8.1,0,24,4.12
PRD-0451,167,5540.0,9.25,37.3,6.9,2,20,4.45
PRD-0212,1712,583.0,9.98,15.0,4.0,3,3,4.34
PRD-0145,1796,462.0,8.29,17.9,2.4,3,10,4.36
PRD-0604,679,1409.0,9.57,28.1,15.3,5,16,3.28
PRD-0349,176,6178.0,10.87,40.8,8.1,0,22,3.99
PRD-0584,753,1170.0,8.81,20.4,16.5,10,14,3.15
PRD-0450,179,7952.0,14.23,40.1,9.4,2,21,4.27
PRD-0049,1642,335.0,5.5,20.1,0.2,3,9,4.21
PRD-0268,162,7493.0,12.14,41.0,6.6,3,19,4.21
PRD-0189,1658,346.0,5.73,12.2,3.5,1,7,4.18
PRD-0079,1754,491.0,8.61,16.6,2.5,5,10,4.39
PRD-0282,164,6825.0,11.19,37.0,7.1,2,20,3.98
PRD-0057,1777,432.0,7.68,20.8,1.9,2,5,4.51
PRD-0622,635,1452.0,9.22,22.3,16.7,6,14,3.33
PRD-0485,111,8838.0,9.81,37.0,7.8,1,32,3.93
PRD-0380,167,6131.0,10.24,35.6,13.1,0,21,3.86
PRD-0044,1787,424.0,7.58,20.0,3.1,3,9,4.29
PRD-0094,1628,482.0,7.85,12.6,5.0,4,11,4.33
PRD-0927,2369,1200.0,28.43,26.4,0.9,12,30,4.21
PRD-0910,3753,1041.0,39.06,29.4,4.7,10,31,4.08
PRD-0175,2180,438.0,9.55,18.2,1.2,2,11,4.19
PRD-0525,657,1132.0,7.44,23.6,18.7,5,11,2.94
PRD-0828,3541,795.0,28.14,33.4,0.5,7,32,3.96
PRD-0182,1059,594.0,6.29,18.8,3.8,4,12,4.28
PRD-0523,703,1291.0,9.08,22.8,19.4,5,13,3.16
PRD-0199,1783,367.0,6.54,20.3,2.4,3,9,4.28
PRD-0524,785,1294.0,10.15,28.6,17.8,6,11,3.1
PRD-0765,2057,864.0,17.77,34.6,6.1,6,33,4.0
PRD-0973,2430,871.0,21.17,33.0,3.1,15,34,4.23
PRD-0305,159,6066.0,9.65,34.0,11.8,0,24,4.33
PRD-0222,1503,420.0,6.32,21.8,0.2,1,9,4.48
PRD-0315,197,5140.0,10.13,40.1,8.9,2,27,4.05
PRD-0468,140,9471.0,13.26,32.7,4.3,2,24,4.24
PRD-0133,1463,591.0,8.65,18.6,4.8,5,13,4.35
PRD-0673,1037,1116.0,11.57,21.1,17.7,8,12,3.3
PRD-0235,1516,406.0,6.15,15.1,1.0,1,7,4.41
PRD-0201,2001,387.0,7.75,19.3,6.5,3,4,4.37
PRD-0701,535,1590.0,8.51,22.0,15.3,8,10,3.54
PRD-0296,140,6605.0,9.25,37.8,10.3,3,21,4.35
PRD-0717,896,1220.0,10.93,24.7,16.0,10,18,3.22
PRD-0648,573,1051.0,6.02,28.2,15.9,6,17,3.2
PRD-0447,153,7980.0,12.21,41.9,11.1,0,26,4.2
PRD-0784,2467,1152.0,28.41,38.8,4.8,9,32,3.91
PRD-0177,2459,448.0,11.02,18.7,2.4,5,14,4.32
PRD-0972,3491,936.0,32.68,26.5,5.3,13,28,4.11
PRD-0298,185,5711.0,10.57,37.1,9.2,2,21,4.03
PRD-0484,173,5954.0,10.3,40.7,9.7,2,28,3.93
PRD-0110,2168,471.0,10.22,24.6,4.5,3,12,4.22
PRD-0034,1540,462.0,7.11,18.4,2.6,2,4,4.34
PRD-0818,2242,849.0,19.04,28.9,4.6,12,32,4.14
PRD-0605,664,1367.0,9.08,25.1,17.3,9,15,3.19
PRD-0743,1207,1295.0,15.63,20.8,16.0,2,11,3.13
PRD-0565,895,947.0,8.48,28.4,17.0,6,13,3.26
PRD-0181,1685,335.0,5.65,19.1,0.2,0,3,4.57
PRD-0324,141,6683.0,9.42,33.1,6.3,0,21,4.26
PRD-0318,112,4905.0,5.49,44.3,7.3,0,32,4.4
PRD-0543,757,1118.0,8.46,27.5,18.0,4,16,3.66
PRD-0138,2095,372.0,7.79,22.3,8.7,1,11,4.65
PRD-0233,1683,385.0,6.47,15.3,1.1,2,4,4.2
PRD-0027,1359,395.0,5.36,18.1,4.8,5,12,4.45
PRD-0846,2479,1102.0,27.32,35.1,6.6,7,33,4.12
PRD-0511,506,1463.0,7.41,19.4,19.4,9,13,3.04
PRD-0492,132,7725.0,10.2,36.2,11.0,3,24,4.35
PRD-0302,191,5534.0,10.57,37.2,8.0,2,28,4.19
PRD-0855,3444,805.0,27.74,26.4,4.8,12,30,4.2
PRD-0577,755,986.0,7.45,24.0,20.1,7,19,3.4
PRD-0281,178,6113.0,10.88,33.6,5.6,0,25,4.34
PRD-0439,160,6905.0,11.05,36.4,8.9,0,27,3.93
PRD-0696,881,824.0,7.26,24.1,14.4,4,10,3.37
PRD-0219,2221,385.0,8.55,20.5,0.2,0,9,4.25
PRD-0396,208,9201.0,19.14,42.2,9.9,3,23,3.87
PRD-0105,2404,307.0,7.39,24.1,2.4,3,7,4.7
PRD-0107,1471,596.0,8.76,14.0,3.7,4,12,4.7
PRD-0980,3054,1085.0,33.12,33.2,4.3,12,29,3.94
PRD-0146,2072,313.0,6.49,13.9,3.1,2,10,4.38
PRD-0361,149,6941.0,10.34,40.4,10.3,0,24,4.45
PRD-0022,1949,508.0,9.9,16.0,4.4,1,4,4.14
PRD-0463,161,6446.0,10.38,38.9,10.0,0,21,3.88
PRD-0965,2904,920.0,26.71,33.3,3.3,9,29,4.19
PRD-0630,755,1524.0,11.51,22.0,15.6,7,11,3.29
PRD-0471,152,7551.0,11.48,38.5,7.8,1,25,4.55
PRD-0274,159,7850.0,12.48,33.6,9.1,0,23,4.28
PRD-0638,646,1356.0,8.76,19.5,20.9,9,12,3.53
PRD-0727,667,1638.0,10.93,23.5,17.1,2,13,2.93
PRD-0695,843,1241.0,10.46,21.8,17.4,14,18,3.18
PRD-0461,141,7091.0,10.0,35.9,7.1,1,27,4.17
PRD-0956,2876,1215.0,34.95,30.7,4.5,16,29,4.29
PRD-0051,1396,334.0,4.66,19.5,1.0,2,11,4.55
PRD-0004,2333,427.0,9.97,20.6,6.0,4,7,4.69
PRD-0119,1932,418.0,8.07,19.4,2.7,4,8,4.42
PRD-0817,3536,813.0,28.76,29.8,2.8,14,32,4.14
PRD-0171,2133,402.0,8.58,15.6,2.0,4,11,4.54
PRD-0595,646,978.0,6.32,25.1,16.6,14,11,3.32
PRD-0375,134,6921.0,9.27,42.4,10.1,2,25,3.84
PRD-0273,161,5351.0,8.62,33.5,10.2,0,21,4.4
PRD-0711,595,905.0,5.39,30.0,17.0,13,15,3.19
PRD-0826,2351,904.0,21.25,26.8,3.8,12,37,4.06
PRD-0907,2961,1168.0,34.59,29.1,11.3,14,30,3.89
PRD-0220,2438,442.0,10.77,17.8,0.7,1,11,4.73
PRD-0347,163,6160.0,10.04,29.7,7.1,0,25,4.22
PRD-0803,4371,821.0,35.87,34.7,2.5,12,30,3.95
PRD-0121,2242,319.0,7.14,14.0,1.9,1,3,4.74
PRD-0210,2220,473.0,10.5,19.2,2.2,4,8,4.41
PRD-0823,3328,937.0,31.2,30.2,6.8,14,27,4.25
PRD-0970,2512,820.0,20.61,31.0,6.2,12,38,4.12
PRD-0078,2404,549.0,13.2,19.2,4.4,4,7,4.59
PRD-0197,1880,409.0,7.68,20.0,1.6,3,7,4.11
PRD-0337,137,4302.0,5.89,41.1,8.3,0,28,4.14
PRD-0644,708,1241.0,8.79,18.2,15.5,8,10,3.26
PRD-0770,2785,790.0,22.0,31.5,6.8,14,29,3.83
PRD-0203,1622,263.0,4.27,19.6,4.2,2,9,4.31
PRD-0624,899,1340.0,12.05,28.2,17.9,10,14,3.4
PRD-0871,3161,920.0,29.07,33.5,9.3,11,30,4.02
